age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
38,Prefer not to say,70289,Mumbai,Homemaker,9,18,4,No,1,"No skills,Portioning issues,No time,Don't enjoy it,No ideas",20.9,Alternates,"South Indian,Vegan,Healthy Superfoods,Asian",Eggetarian,5,"Weight loss,Low-carb,Quick meal-prep,High-protein","Soy,Eggs",2,Never,3,366,250,Wallets,1,2,4,5,3,5,3,4,1,2,Unlikely,Weekly batch,4,"Easy cooking,Recipe variety,No cleanup,Nutrition labels,App-based tracking,Customizable,Fast delivery,Family plans",Maybe,Definitely,Discounts,Subway,More vegan options
35,Female,86198,Delhi NCR,Freelancer,8,13,3,No,3,"Waste of ingredients,Not cost-effective,No ideas,Don't enjoy it,Portioning issues,Grocery hassle,No skills,Too tired",17.8,Partner,"Keto/High-protein,Chinese,South Indian,North Indian",Vegan,5,"Balanced meals,Weight loss,Low-calorie,High-protein,Sustainable eating,Low-carb","Nuts,Eggs",3,Regularly,7,186,300,Debit Card,2,1,5,3,4,3,4,1,5,2,Definitely,On-demand,5,"Family plans,Cancel-anytime,App-based tracking,Easy cooking",Definitely,Maybe,Free meals,EatFit,More vegan options
36,Prefer not to say,80452,Hyderabad,Consultant,9,5,0,Yes,5,"Too tired,Not cost-effective,Don't enjoy it,No skills,No ideas,Portioning issues,Grocery hassle",20.1,Alternates,"Fusion,Thai,Continental,Healthy Superfoods",Vegan,5,"Diabetes-friendly,Balanced meals,Sustainable eating,Low-carb","Lactose,Eggs,Soy",5,Never,4,366,400,Credit Card,2,4,5,1,3,3,5,1,2,4,Maybe,Daily,7,"Fast delivery,Customizable,No cleanup,Cancel-anytime,Recipe variety",Definitely,Definitely,Not important,FreshMenu,Calorie tracker
35,Prefer not to say,117376,Bangalore,Part-time,11,16,6,Yes,4,"Don't enjoy it,Portioning issues,Cleaning up,Too tired,No time,Grocery hassle,Not cost-effective,Waste of ingredients",20.2,Partner,"Healthy Superfoods,Fusion,Asian,Chinese",Non-Vegetarian,6,"Sustainable eating,Diabetes-friendly,Gut health,Immune boost,Balanced meals,Muscle gain,Low-carb",Gluten,2,Regularly,2,321,350,UPI,4,1,3,5,2,3,4,2,5,1,Maybe,On-demand,1,"Nutrition labels,Easy cooking,Recipe variety,Family plans,Loyalty points,App-based tracking,Cancel-anytime,No cleanup",Maybe,Definitely,Discounts,None,Calorie tracker
22,Non-binary,64680,Mumbai,Homemaker,8,33,6,No,5,"Too tired,Portioning issues,No skills,Cleaning up,Not cost-effective,Waste of ingredients,Grocery hassle,Don't enjoy it",21.1,Self,"Keto/High-protein,Asian,Continental,South Indian",Eggetarian,6,"Gluten-free,Low-carb,Low-calorie,Gut health,Diabetes-friendly,Quick meal-prep,Sustainable eating,Weight loss","Soy,Nuts,None",1,Regularly,1,224,250,Debit Card,4,1,2,5,3,3,2,1,5,4,Maybe,Weekly batch,7,"Recipe variety,Fast delivery,Nutrition labels,App-based tracking",Definitely,No,Free meals,EatFit,None
31,Non-binary,57533,Mumbai,Freelancer,10,11,2,Yes,3,"No skills,No time,Don't enjoy it,Waste of ingredients,No ideas,Cleaning up,Not cost-effective,Grocery hassle",20.3,Hired help,"Thai,South Indian,Vegan,Fusion,Mexican,Chinese",Vegan,3,"Weight loss,Muscle gain,Low-carb,Sustainable eating,Immune boost,Gut health","Nuts,Eggs",4,Never,2,261,200,Credit Card,4,2,1,5,3,5,1,2,3,4,Maybe,On-demand,2,"Nutrition labels,App-based tracking,Recipe variety,No cleanup,Easy cooking,Family plans,Cancel-anytime,Loyalty points",Definitely,Definitely,Free meals,FreshMenu,More vegan options
28,Female,94516,Bangalore,Homemaker,9,22,4,Yes,2,"Portioning issues,Don't enjoy it,Too tired,Not cost-effective,Waste of ingredients,No skills,No ideas",20.7,Alternates,"Continental,Healthy Superfoods,South Indian,Thai,Asian,Mexican,Keto/High-protein",Mixed,2,"Gut health,Gluten-free,Immune boost,Diabetes-friendly,Quick meal-prep,Sustainable eating",Gluten,5,Never,6,296,250,Wallets,2,3,1,4,5,1,3,4,2,5,Maybe,On-demand,4,"Fast delivery,App-based tracking,Customizable,Cancel-anytime",Maybe,Definitely,Not important,Epigamia,Reusable packaging
32,Male,95547,Hyderabad,Freelancer,8,25,5,Yes,3,"Cleaning up,No time,Waste of ingredients,Too tired,Grocery hassle",21.4,Alternates,"Asian,Healthy Superfoods,Italian,Keto/High-protein,Thai,Mexican",Eggetarian,7,"Balanced meals,Quick meal-prep,Immune boost,High-protein,Muscle gain",Gluten,5,Regularly,0,395,350,Credit Card,1,3,5,2,4,2,4,3,1,5,Definitely,Daily,6,"Fast delivery,Customizable,Cancel-anytime,Recipe variety,App-based tracking",No,Definitely,Not important,None,Reusable packaging
28,Non-binary,76801,Mumbai,Student,10,12,5,Only on weekends,4,"No ideas,Cleaning up,Not cost-effective,Portioning issues,Waste of ingredients,Too tired",21.1,Partner,"Vegan,South Indian,Chinese,Fusion,Thai,Keto/High-protein,Asian",Non-Vegetarian,0,"Diabetes-friendly,Low-calorie,Quick meal-prep,Low-carb,Sustainable eating,Balanced meals","Eggs,Nuts",5,Occasionally,0,276,150,UPI,1,2,5,3,4,5,2,1,4,3,Definitely,On-demand,2,"No cleanup,Loyalty points,App-based tracking,Fast delivery,Cancel-anytime,Nutrition labels",Maybe,Definitely,Free meals,Subway,Calorie tracker
36,Male,105935,Mumbai,Consultant,8,31,6,No,4,"No skills,Waste of ingredients,No ideas,Don't enjoy it,Not cost-effective,Too tired",18.9,Alternates,"Italian,Asian,Keto/High-protein,Chinese,North Indian,South Indian,Mexican,Vegan",Eggetarian,3,"Weight loss,Low-calorie,Sustainable eating,Balanced meals,Quick meal-prep,Muscle gain,Gluten-free,Low-carb","None,Gluten,Lactose",1,Occasionally,4,303,400,Debit Card,5,1,4,3,2,3,1,4,5,2,Definitely,Daily,6,"Easy cooking,Loyalty points,Cancel-anytime,Recipe variety,App-based tracking,Fast delivery,Family plans",Maybe,Definitely,Discounts,Epigamia,Calorie tracker
35,Prefer not to say,50477,Delhi NCR,Homemaker,10,59,3,Only on weekends,2,"Don't enjoy it,No skills,Cleaning up,Waste of ingredients,Portioning issues,Grocery hassle,Not cost-effective",19.6,Alternates,"Keto/High-protein,Asian,Vegan,Chinese,Fusion",Mixed,5,"Gut health,Low-calorie,Immune boost,Quick meal-prep,Gluten-free,Sustainable eating,Low-carb","Gluten,Nuts,None",3,Occasionally,0,261,400,Credit Card,4,5,3,2,1,4,1,5,3,2,Definitely,Weekly batch,3,"Family plans,Easy cooking,Nutrition labels,No cleanup,App-based tracking,Customizable",Definitely,No,Free meals,FreshMenu,None
39,Prefer not to say,62896,Other,Consultant,10,5,4,Yes,3,"Too tired,Not cost-effective,Cleaning up,Portioning issues,No time,Waste of ingredients,No skills,No ideas",19.9,Self,"Italian,Mexican,South Indian,Continental",Vegan,4,"Quick meal-prep,High-protein,Muscle gain,Gluten-free,Balanced meals","Soy,None,Nuts",5,Never,7,268,250,Cash,2,1,3,5,4,3,1,5,2,4,Maybe,3x/week,7,"Family plans,Fast delivery,Loyalty points,Easy cooking,Customizable",Definitely,Definitely,Discounts,Epigamia,Reusable packaging
30,Prefer not to say,91433,Pune,Student,8,49,4,Yes,2,"Grocery hassle,No skills,No ideas,Don't enjoy it,Waste of ingredients",19.9,Hired help,"Fusion,Chinese,Keto/High-protein,Mexican",Eggetarian,7,"Immune boost,Sustainable eating,Low-calorie,Balanced meals,Gut health,High-protein","Eggs,None,Soy",1,Regularly,3,312,200,UPI,2,1,3,5,4,1,2,5,3,4,Maybe,3x/week,3,"Recipe variety,App-based tracking,Nutrition labels,Loyalty points",No,Definitely,Not important,None,Reusable packaging
25,Non-binary,72325,Delhi NCR,Homemaker,8,5,5,Yes,2,"Not cost-effective,Don't enjoy it,Too tired,No ideas,Grocery hassle,Portioning issues,No skills",20.4,Partner,"Continental,Asian,Thai,Vegan,North Indian",Vegetarian,0,"Quick meal-prep,Weight loss,Immune boost,Low-carb","Soy,None,Lactose",3,Occasionally,3,428,200,Credit Card,4,2,3,1,5,2,3,1,4,5,Maybe,Weekly batch,6,"Fast delivery,App-based tracking,Nutrition labels,Cancel-anytime,No cleanup,Loyalty points",Definitely,Maybe,Free meals,FreshMenu,More vegan options
26,Female,38811,Chennai,Full-time,9,7,3,No,4,"Waste of ingredients,Cleaning up,No time,Portioning issues,No ideas,Don't enjoy it",20.3,Parent,"Asian,North Indian,Chinese,Continental,Italian",Eggetarian,5,"Muscle gain,Weight loss,Diabetes-friendly,High-protein,Quick meal-prep","Lactose,Gluten,None",2,Regularly,2,416,400,Wallets,1,5,3,4,2,4,2,3,1,5,Maybe,3x/week,6,"Loyalty points,Easy cooking,Fast delivery,No cleanup",Definitely,Definitely,Free meals,Epigamia,Calorie tracker
22,Non-binary,69692,Hyderabad,Consultant,12,10,4,No,5,"No time,Cleaning up,Not cost-effective,No skills,Too tired",21.7,Alternates,"Healthy Superfoods,North Indian,Vegan,Italian",Non-Vegetarian,5,"Low-calorie,Balanced meals,Low-carb,Weight loss,Gut health,Diabetes-friendly,Quick meal-prep,Immune boost","Gluten,Nuts",2,Never,1,261,200,Debit Card,5,2,4,3,1,5,3,4,2,1,Maybe,3x/week,1,"Cancel-anytime,No cleanup,Loyalty points,Fast delivery,Recipe variety,Easy cooking,App-based tracking",Definitely,Maybe,Not important,EatFit,Reusable packaging
29,Prefer not to say,71444,Hyderabad,Freelancer,7,5,2,Yes,4,"Don't enjoy it,Portioning issues,Not cost-effective,Too tired,Waste of ingredients,No time,No skills",18.3,Parent,"Continental,Healthy Superfoods,Keto/High-protein,Italian,Thai",Vegetarian,3,"Balanced meals,Muscle gain,Sustainable eating,Low-calorie,Diabetes-friendly,Gut health",Gluten,5,Never,3,260,150,Debit Card,1,2,5,3,4,1,3,2,5,4,Definitely,3x/week,2,"Recipe variety,App-based tracking,Family plans,Nutrition labels,Cancel-anytime,Customizable",No,Maybe,Free meals,FreshMenu,Reusable packaging
38,Male,59453,Chennai,Student,9,5,4,Yes,1,"Cleaning up,Don't enjoy it,Grocery hassle,No skills,No ideas,Not cost-effective,Waste of ingredients",20.2,Parent,"Italian,Vegan,Asian,Chinese,Healthy Superfoods,Continental,Mexican,Fusion",Vegetarian,1,"Balanced meals,Diabetes-friendly,Sustainable eating,Quick meal-prep,Gut health,Immune boost",Eggs,1,Occasionally,4,370,350,Credit Card,3,2,5,1,4,4,5,2,1,3,Maybe,Daily,7,"Family plans,Easy cooking,Customizable,Loyalty points,Fast delivery,Nutrition labels,Cancel-anytime",Definitely,Maybe,Free meals,None,None
23,Female,55274,Mumbai,Consultant,10,30,0,Yes,5,"Don't enjoy it,Cleaning up,No time,No ideas,Waste of ingredients,No skills,Not cost-effective,Grocery hassle",20.5,Hired help,"Thai,South Indian,Healthy Superfoods,Asian,Vegan,Continental,Keto/High-protein",Vegetarian,5,"Low-calorie,Gut health,Balanced meals,High-protein,Muscle gain","Eggs,Soy,None",3,Occasionally,7,377,200,Debit Card,2,5,1,4,3,1,5,4,2,3,Definitely,Weekly batch,7,"No cleanup,Fast delivery,Easy cooking,Nutrition labels,Loyalty points,Recipe variety",Maybe,Definitely,Not important,Epigamia,More vegan options
20,Female,98066,Bangalore,Student,10,5,3,Only on weekends,1,"No ideas,Cleaning up,Too tired,No skills,Portioning issues,Grocery hassle,Waste of ingredients",19.1,Hired help,"South Indian,Asian,Fusion,North Indian,Mexican,Vegan,Chinese",Non-Vegetarian,1,"Sustainable eating,High-protein,Immune boost,Gluten-free,Quick meal-prep,Low-carb,Gut health,Low-calorie",Soy,5,Never,7,266,250,Wallets,4,5,1,2,3,2,3,5,4,1,Maybe,Weekly batch,1,"Loyalty points,Easy cooking,Fast delivery,Family plans",Maybe,Definitely,Not important,Subway,None
33,Prefer not to say,74186,Delhi NCR,Consultant,10,15,6,No,2,"Cleaning up,No ideas,No time,Too tired,Portioning issues,Waste of ingredients",18.5,Alternates,"Healthy Superfoods,Keto/High-protein,Continental,Vegan,Thai,South Indian,Chinese,Asian",Vegan,4,"Balanced meals,Gut health,Diabetes-friendly,Low-carb,Low-calorie,Quick meal-prep,Sustainable eating","Gluten,None",4,Occasionally,6,255,150,Cash,1,3,2,5,4,1,5,4,2,3,Unlikely,3x/week,5,"Recipe variety,Family plans,Customizable,Nutrition labels,Easy cooking,App-based tracking,No cleanup",Definitely,Definitely,Not important,EatFit,Reusable packaging
29,Male,80494,Mumbai,Full-time,6,6,4,No,5,"No ideas,Don't enjoy it,No time,Grocery hassle,Portioning issues,Cleaning up,Too tired",19.9,Self,"South Indian,North Indian,Chinese,Italian",Non-Vegetarian,0,"Muscle gain,Low-calorie,Sustainable eating,Balanced meals,Quick meal-prep,Immune boost","Gluten,Eggs,Soy",1,Never,6,352,250,Wallets,5,1,3,2,4,2,5,1,4,3,Definitely,Daily,2,"Customizable,Nutrition labels,No cleanup,Recipe variety,Easy cooking,Family plans,Fast delivery,Cancel-anytime",Maybe,Definitely,Not important,EatFit,None
32,Female,75867,Mumbai,Full-time,10,6,5,Yes,3,"Grocery hassle,Don't enjoy it,No time,No ideas,Cleaning up,Too tired,Not cost-effective,Portioning issues",18.7,Hired help,"Chinese,Healthy Superfoods,Keto/High-protein,Vegan,Continental,Asian,North Indian",Eggetarian,0,"Muscle gain,Gut health,Balanced meals,High-protein,Diabetes-friendly,Low-calorie",Soy,3,Never,2,417,350,Credit Card,2,3,4,1,5,1,2,4,3,5,Definitely,Weekly batch,7,"Family plans,Loyalty points,No cleanup,Fast delivery,App-based tracking,Easy cooking,Cancel-anytime,Recipe variety",Definitely,Definitely,Discounts,EatFit,Calorie tracker
34,Female,75720,Hyderabad,Freelancer,9,8,7,No,4,"Not cost-effective,No skills,Portioning issues,Don't enjoy it,Waste of ingredients,No ideas,Too tired",21.3,Parent,"Mexican,Vegan,South Indian,Continental,Italian,Chinese",Mixed,5,"Weight loss,Diabetes-friendly,Muscle gain,Gut health,Low-calorie,Immune boost,Gluten-free,High-protein","None,Lactose,Eggs",1,Never,2,294,200,Wallets,4,5,3,1,2,3,4,1,2,5,Definitely,Daily,6,"Recipe variety,Fast delivery,No cleanup,Loyalty points,Cancel-anytime",Definitely,No,Free meals,FreshMenu,Reusable packaging
31,Non-binary,51384,Other,Freelancer,8,5,5,No,4,"Waste of ingredients,Don't enjoy it,Grocery hassle,Portioning issues",19.7,Alternates,"Thai,Healthy Superfoods,South Indian,Vegan",Vegan,2,"Low-carb,Balanced meals,Sustainable eating,Gluten-free,Weight loss,Quick meal-prep","Soy,Gluten",2,Occasionally,1,338,400,Credit Card,2,1,3,5,4,2,5,1,3,4,Maybe,Daily,7,"Cancel-anytime,Easy cooking,Recipe variety,App-based tracking",Definitely,Definitely,Discounts,Epigamia,Calorie tracker
32,Non-binary,122170,Mumbai,Student,9,5,1,No,1,"No ideas,Not cost-effective,Too tired,Waste of ingredients,No time",19.7,Alternates,"Asian,Chinese,Italian,Fusion,Keto/High-protein,Healthy Superfoods",Non-Vegetarian,0,"Weight loss,Low-carb,Diabetes-friendly,Low-calorie,Immune boost,Gluten-free,Sustainable eating,Gut health",None,1,Regularly,7,434,350,Debit Card,2,4,1,3,5,5,3,2,4,1,Definitely,On-demand,2,"App-based tracking,Nutrition labels,Family plans,Recipe variety,Easy cooking,Fast delivery,Loyalty points,No cleanup",Definitely,Definitely,Free meals,EatFit,Reusable packaging
29,Prefer not to say,47279,Mumbai,Full-time,9,5,2,Only on weekends,5,"Not cost-effective,No skills,Too tired,Don't enjoy it,Grocery hassle",19.5,Hired help,"North Indian,Asian,South Indian,Thai,Italian,Healthy Superfoods",Vegetarian,1,"Quick meal-prep,Sustainable eating,Low-calorie,Gut health,Balanced meals,Muscle gain","None,Soy,Nuts",2,Never,3,241,200,Wallets,3,5,1,4,2,3,1,5,4,2,Unlikely,Daily,2,"Easy cooking,Fast delivery,Cancel-anytime,Nutrition labels,Family plans,No cleanup,App-based tracking,Customizable",Definitely,Maybe,Discounts,EatFit,Reusable packaging
29,Non-binary,79356,Mumbai,Freelancer,10,16,2,No,5,"Waste of ingredients,Cleaning up,Not cost-effective,Portioning issues,No time",18.1,Parent,"Mexican,Continental,Italian,Asian,Fusion,Thai",Non-Vegetarian,4,"Diabetes-friendly,Low-calorie,Sustainable eating,Balanced meals,High-protein",Nuts,2,Occasionally,3,419,200,Debit Card,5,4,3,2,1,3,4,5,2,1,Maybe,Daily,5,"Fast delivery,No cleanup,Nutrition labels,Customizable,Cancel-anytime,Recipe variety",No,Maybe,Not important,Subway,Calorie tracker
35,Prefer not to say,58876,Chennai,Full-time,7,7,6,No,3,"Portioning issues,Grocery hassle,Cleaning up,Waste of ingredients,No ideas,Don't enjoy it,Not cost-effective,Too tired",21.2,Hired help,"Italian,Vegan,Keto/High-protein,Mexican,North Indian,Continental,Healthy Superfoods",Mixed,0,"Quick meal-prep,Gut health,Diabetes-friendly,Balanced meals,Low-calorie,Gluten-free,High-protein,Low-carb","None,Lactose,Gluten",3,Never,5,87,250,Credit Card,4,1,5,2,3,1,5,2,3,4,Unlikely,3x/week,3,"Cancel-anytime,Nutrition labels,No cleanup,App-based tracking,Loyalty points",Definitely,Definitely,Discounts,Subway,None
24,Female,113152,Pune,Part-time,11,20,2,No,4,"Grocery hassle,Not cost-effective,Don't enjoy it,Cleaning up",19.5,Parent,"Asian,North Indian,South Indian,Italian",Vegan,1,"Gut health,Muscle gain,Sustainable eating,Weight loss,Low-calorie","Eggs,Gluten",2,Regularly,0,382,200,Debit Card,2,4,1,3,5,1,3,2,4,5,Definitely,3x/week,4,"No cleanup,Easy cooking,Customizable,Recipe variety",Definitely,Maybe,Not important,FreshMenu,Reusable packaging
28,Prefer not to say,37914,Mumbai,Student,8,5,1,Yes,5,"Grocery hassle,Portioning issues,Too tired,Not cost-effective",20.4,Partner,"North Indian,Keto/High-protein,Asian,South Indian,Fusion,Mexican,Italian",Mixed,0,"Quick meal-prep,Muscle gain,Diabetes-friendly,Balanced meals,Immune boost,Low-carb,Gut health,Sustainable eating","Eggs,Lactose",3,Never,5,306,150,Credit Card,3,2,4,5,1,4,5,2,1,3,Maybe,3x/week,3,"Easy cooking,Family plans,App-based tracking,Recipe variety,Loyalty points",Maybe,Maybe,Free meals,EatFit,More vegan options
25,Female,95055,Pune,Student,9,5,1,Only on weekends,2,"Grocery hassle,Not cost-effective,No time,Waste of ingredients,No ideas,Portioning issues,Don't enjoy it",20.2,Alternates,"Fusion,Continental,Mexican,North Indian,Keto/High-protein,Italian",Non-Vegetarian,1,"Low-calorie,Immune boost,Balanced meals,Gut health,Sustainable eating,Muscle gain","Soy,Lactose",5,Occasionally,4,98,200,Cash,4,2,5,1,3,5,3,2,1,4,Maybe,3x/week,5,"No cleanup,Family plans,Customizable,Loyalty points",Maybe,Definitely,Discounts,Subway,More vegan options
70,Non-binary,93574,Mumbai,Homemaker,9,23,1,Only on weekends,5,"Not cost-effective,Portioning issues,Waste of ingredients,Cleaning up,No skills,No time,No ideas,Too tired",20.9,Parent,"South Indian,Italian,Fusion,North Indian,Chinese",Vegan,6,"Immune boost,Weight loss,High-protein,Quick meal-prep,Balanced meals,Low-calorie,Muscle gain,Gut health","Soy,Nuts,Lactose",4,Never,4,312,350,Credit Card,1,4,5,2,3,4,2,1,3,5,Maybe,Weekly batch,7,"Easy cooking,Customizable,App-based tracking,Family plans,Recipe variety,Fast delivery",Definitely,Maybe,Not important,Subway,None
26,Male,67532,Mumbai,Freelancer,6,0,1,No,1,"Too tired,Grocery hassle,Not cost-effective,Cleaning up",19.2,Alternates,"Italian,Mexican,Continental,Asian,South Indian,Keto/High-protein",Vegetarian,5,"Weight loss,Balanced meals,Muscle gain,High-protein,Immune boost","Soy,Eggs,None",1,Regularly,7,243,200,Debit Card,4,1,3,5,2,2,5,4,3,1,Maybe,Weekly batch,4,"App-based tracking,Nutrition labels,No cleanup,Easy cooking,Family plans",No,Maybe,Discounts,FreshMenu,Calorie tracker
32,Male,52290,Delhi NCR,Part-time,9,7,4,Only on weekends,5,"Grocery hassle,Cleaning up,No time,Portioning issues",20.8,Partner,"Continental,Healthy Superfoods,Thai,Vegan",Non-Vegetarian,7,"Gut health,High-protein,Low-calorie,Muscle gain,Quick meal-prep","Gluten,Nuts",4,Regularly,7,438,150,Debit Card,2,3,5,4,1,2,1,5,4,3,Maybe,Daily,2,"Recipe variety,App-based tracking,Loyalty points,Nutrition labels,Fast delivery,No cleanup",No,Maybe,Not important,Subway,None
34,Female,114267,Delhi NCR,Freelancer,10,40,1,Yes,2,"No ideas,No time,Too tired,No skills,Waste of ingredients,Don't enjoy it,Grocery hassle,Cleaning up",20.2,Alternates,"Healthy Superfoods,Chinese,Keto/High-protein,Continental,South Indian,Asian,Fusion,Vegan",Mixed,3,"Diabetes-friendly,Muscle gain,Gut health,High-protein,Quick meal-prep,Low-calorie","Soy,Gluten",5,Occasionally,2,382,150,UPI,4,2,1,5,3,1,4,2,3,5,Definitely,On-demand,2,"Nutrition labels,No cleanup,Fast delivery,Easy cooking,Loyalty points",Definitely,No,Free meals,Subway,Reusable packaging
43,Prefer not to say,54642,Bangalore,Consultant,10,5,0,Yes,4,"Don't enjoy it,No skills,Cleaning up,Not cost-effective,No ideas,Too tired,Waste of ingredients,No time",19.9,Alternates,"Italian,Chinese,Vegan,Fusion,South Indian,Keto/High-protein",Eggetarian,5,"Gut health,Weight loss,Quick meal-prep,Gluten-free","None,Lactose",3,Occasionally,0,211,400,UPI,5,3,1,2,4,5,4,1,3,2,Definitely,Daily,3,"Customizable,Recipe variety,Cancel-anytime,No cleanup,Easy cooking,Loyalty points,Family plans,Fast delivery",Definitely,Definitely,Discounts,EatFit,Calorie tracker
31,Male,49829,Chennai,Part-time,8,9,4,Only on weekends,5,"No time,No ideas,Cleaning up,Don't enjoy it,Not cost-effective,Portioning issues,Grocery hassle",19.6,Partner,"South Indian,Fusion,Healthy Superfoods,Keto/High-protein",Eggetarian,4,"Low-carb,High-protein,Diabetes-friendly,Gut health,Quick meal-prep,Low-calorie,Muscle gain","Gluten,Lactose,Eggs",5,Never,0,267,400,Wallets,5,2,3,4,1,2,3,4,1,5,Maybe,Daily,5,"Nutrition labels,App-based tracking,Loyalty points,Family plans,Cancel-anytime,Easy cooking,Recipe variety,Customizable",No,Definitely,Discounts,FreshMenu,More vegan options
32,Prefer not to say,41935,Mumbai,Freelancer,6,0,5,No,1,"No ideas,Waste of ingredients,No time,Portioning issues,Cleaning up",20.9,Self,"Thai,Continental,Italian,Vegan,Healthy Superfoods",Mixed,5,"Diabetes-friendly,Low-calorie,Low-carb,Balanced meals",Nuts,1,Regularly,0,340,200,Wallets,3,1,5,2,4,1,3,4,2,5,Definitely,On-demand,6,"Family plans,Cancel-anytime,App-based tracking,No cleanup,Fast delivery,Easy cooking,Customizable",Maybe,Maybe,Discounts,None,Calorie tracker
30,Non-binary,58477,Mumbai,Freelancer,11,31,5,Yes,5,"Too tired,Grocery hassle,No skills,No ideas",19.4,Alternates,"Healthy Superfoods,Asian,Keto/High-protein,South Indian",Non-Vegetarian,6,"Low-calorie,Sustainable eating,High-protein,Balanced meals,Gut health,Weight loss,Muscle gain,Gluten-free",Soy,5,Occasionally,1,369,350,Credit Card,1,5,2,4,3,5,2,3,4,1,Maybe,3x/week,3,"Easy cooking,Cancel-anytime,Fast delivery,App-based tracking,Recipe variety",No,Definitely,Free meals,FreshMenu,None
35,Female,74224,Delhi NCR,Freelancer,11,29,2,Yes,4,"Grocery hassle,Portioning issues,No ideas,No skills,Don't enjoy it",19.8,Self,"Vegan,Asian,Thai,South Indian,Mexican,Fusion,Keto/High-protein",Non-Vegetarian,2,"Low-calorie,Weight loss,Quick meal-prep,Low-carb,Immune boost,High-protein,Balanced meals,Diabetes-friendly",Gluten,2,Regularly,5,305,300,Debit Card,1,4,5,3,2,5,2,4,1,3,Maybe,On-demand,5,"Easy cooking,Nutrition labels,Loyalty points,Family plans,Customizable,App-based tracking,Recipe variety,Fast delivery",Maybe,Maybe,Not important,Epigamia,None
36,Prefer not to say,86431,Delhi NCR,Part-time,7,30,6,Only on weekends,3,"No skills,No ideas,Portioning issues,Not cost-effective",20.0,Partner,"South Indian,Mexican,Thai,Chinese,North Indian",Vegetarian,7,"Quick meal-prep,Immune boost,High-protein,Weight loss","Nuts,Lactose",4,Never,4,287,250,Cash,5,4,2,1,3,3,2,4,1,5,Definitely,Weekly batch,5,"Easy cooking,Family plans,No cleanup,Customizable,Nutrition labels",Maybe,Definitely,Discounts,FreshMenu,Reusable packaging
33,Non-binary,107978,Pune,Full-time,9,42,4,Only on weekends,4,"Cleaning up,Waste of ingredients,Portioning issues,Don't enjoy it,No skills",20.2,Alternates,"Asian,Mexican,Fusion,Vegan",Mixed,0,"Balanced meals,Muscle gain,Gut health,Sustainable eating",None,4,Occasionally,5,330,300,UPI,4,2,5,1,3,2,3,5,4,1,Maybe,Daily,5,"No cleanup,Easy cooking,Loyalty points,Fast delivery,Cancel-anytime,Nutrition labels,Customizable,App-based tracking",No,Maybe,Discounts,Epigamia,Calorie tracker
41,Male,82842,Mumbai,Consultant,7,8,3,Only on weekends,1,"Not cost-effective,No time,No ideas,Waste of ingredients,Too tired,Cleaning up",21.2,Hired help,"Asian,Chinese,Mexican,Continental,South Indian,Vegan,Italian,Healthy Superfoods",Mixed,7,"Diabetes-friendly,Balanced meals,High-protein,Muscle gain,Low-carb,Quick meal-prep,Low-calorie,Immune boost",Lactose,1,Never,6,359,350,Wallets,5,1,3,2,4,1,4,3,5,2,Definitely,Daily,6,"No cleanup,App-based tracking,Cancel-anytime,Customizable,Easy cooking,Family plans,Recipe variety,Fast delivery",Definitely,Maybe,Free meals,Subway,Calorie tracker
29,Male,90526,Bangalore,Part-time,11,86,2,Only on weekends,4,"Grocery hassle,Cleaning up,Too tired,No skills,No ideas,Don't enjoy it",21.4,Hired help,"Thai,Continental,Mexican,North Indian,Keto/High-protein",Mixed,0,"Low-carb,Sustainable eating,Immune boost,Gut health,High-protein,Gluten-free",Nuts,4,Never,1,167,150,UPI,4,3,5,2,1,1,2,4,3,5,Definitely,On-demand,5,"Easy cooking,Customizable,Fast delivery,Cancel-anytime,No cleanup,App-based tracking,Family plans,Nutrition labels",Definitely,Maybe,Discounts,EatFit,Reusable packaging
25,Male,125321,Chennai,Freelancer,9,55,5,Yes,4,"Cleaning up,No skills,No ideas,No time,Portioning issues,Don't enjoy it,Not cost-effective",19.7,Hired help,"Asian,Healthy Superfoods,Vegan,Keto/High-protein,Continental",Vegan,6,"Quick meal-prep,Gut health,Gluten-free,Diabetes-friendly","Nuts,None",5,Occasionally,1,406,200,Wallets,2,4,5,3,1,4,1,3,2,5,Definitely,3x/week,2,"Cancel-anytime,Family plans,Recipe variety,Easy cooking",Definitely,Definitely,Not important,EatFit,Calorie tracker
